ID	domain	phylum	class	order	family	genus	species
k141_4116	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_20156	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_28192	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ethanoligenens	Ethanoligenens harbinense
k141_126	Bacteria						
k141_12123	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia argi
k141_20159	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	
k141_24140	Bacteria	Actinomycetota	Actinomycetes				
k141_20160	Bacteria	Bacillota	Clostridia	Eubacteriales			
k141_127	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Scandinavium	Scandinavium goeteborgense
k141_16053	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Scandinavium	Scandinavium goeteborgense
k141_28199	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_8146	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus ferrireducens
k141_8149	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_16058	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium scardovii
k141_131	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. CAA11
k141_4119	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata
k141_24145	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_8153	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella guodeyinii
k141_12126	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_4121	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24146	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas sp. 4G
k141_28206	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_20165	Bacteria	Pseudomonadota					
k141_12129	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia sp. Man26
k141_28207	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_141	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ethanoligenens	Ethanoligenens harbinense
k141_20166	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
k141_142	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
k141_28211	Bacteria	Actinomycetota	Actinomycetes				
k141_16066	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	
k141_12133	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_8162	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_24155	Bacteria						
k141_28215	Bacteria						
k141_24156	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_146	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_8164	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
k141_16071	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	Phytobacter ursingii
k141_28218	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_16072	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum
k141_20169	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp. oral taxon 807
k141_12139	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
k141_20170	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus albus
k141_16073	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_24165	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_12141	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_8165	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax antarcticus
k141_12143	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia sp. ZJ405
k141_20171	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia testudinis
k141_4123	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_28220	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobacter	Rhodobacter capsulatus
k141_24166	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_28222	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_8171	Bacteria						
k141_20176	Bacteria						
k141_8172	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_12148	Bacteria	Bacillota					
k141_20177	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum
k141_4132	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_28223	Bacteria						
k141_4133	Bacteria						
k141_20182	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. W3-18-1
k141_28225	Bacteria	Pseudomonadota	Gammaproteobacteria				
k141_12154	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_24169	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella vaginalis
k141_20183	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_28226	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata
k141_4145	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24173	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_24177	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium lactatifermentans
k141_24178	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rouxiella	Rouxiella chamberiensis
k141_8176	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_20184	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
k141_4153	Bacteria	Pseudomonadota					
k141_24183	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_8181	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
k141_20187	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_12170	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium sp. I4-3-84
k141_20189	Bacteria						
k141_28229	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
k141_4155	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis
k141_12174	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_8189	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
k141_24193	Bacteria						
k141_12177	Bacteria	Bacillota	Bacilli	Bacillales			
k141_4161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. E9-3
k141_28232	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
k141_24196	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Solibaculum	Solibaculum mannosilyticum
k141_4162	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas psychrotolerans
k141_8196	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_28233	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
k141_24197	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_4166	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_4168	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_8204	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24198	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema sp. Marseille-Q4132
k141_4169	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_28238	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_4170	Bacteria						
k141_24199	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_8207	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_28241	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_8209	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia pseudococcoides
k141_24203	Bacteria						
k141_4171	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena
k141_12179	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_8211	Bacteria	Actinomycetota	Actinomycetes				
k141_20195	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_24207	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_8215	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Pseudoduganella lutea
k141_28246	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_8217	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium lactatifermentans
k141_8218	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Protaetiibacter	Protaetiibacter larvae
k141_12182	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_16075	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. JN-9
k141_4181							
k141_16078	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC
k141_24222	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24223	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_4182	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum sp. TSA2s
k141_20200	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfotomaculum	Desulfotomaculum nigrificans
k141_28254	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. IMCC34775
k141_16084	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia sp. 19OD2882
k141_20203	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	
k141_8226	Bacteria	Actinomycetota	Actinomycetes				
k141_12192	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae		
k141_12193	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_20206	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus sediminis
k141_8229	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24226	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_28255	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis
k141_12195	Bacteria						
k141_4184	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_24228	Bacteria						
k141_28257	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	
k141_12198	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24230	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
k141_20207	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium sp. oral taxon 416
k141_28259	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paralicheniformis
k141_8233	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_28260	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. zg-Y453
k141_24233	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_12203	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_16085	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_12205	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter	Dehalobacter restrictus
k141_8237	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae
k141_4194	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_24237	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_16088	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_16089	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. MA3_2.13
k141_12210	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_16091	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus porcinus
k141_12211	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_24242	Bacteria						
k141_16095	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_24243	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_4196	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
k141_28269	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium lactatifermentans
k141_4197	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_8250	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_20211	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum
k141_4198	Bacteria	Bacillota	Clostridia	Eubacteriales			
k141_12220	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena sp. DT87
k141_4199	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens
k141_148	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Aminipila	Aminipila luticellarii
k141_24244	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_28275	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. JN-1
k141_4202	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_12224	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_24246	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora sphenoides
k141_12225	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas fastidiosa
k141_16096	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_24247	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
k141_4203	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_28280	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales			
k141_8264	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium praevalens
k141_12228	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella chilikensis
k141_16100	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_12229							
k141_28284	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_20212	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_28286	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_16104	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia sp. 19OD2882
k141_151	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_20213	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
k141_16108	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis
k141_12236	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_16109	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena
k141_24255	Bacteria	Pseudomonadota					
k141_20214	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_28295	Bacteria						
k141_8272	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	Thermobacillus composti
k141_12239	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
k141_24257	Bacteria	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita
k141_16111	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata
k141_16113	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina alkanivorans
k141_24261	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_8279	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tagluense
k141_28304	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis
k141_24262	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	Kocuria varians
k141_12243	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_171	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus
k141_20218	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_28308	Bacteria	Bacillota					
k141_173	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
