	PC1	PC2
k141_12074	23.093162739238934	4.0369979235191
k141_73	18.601146541584825	8.521894955562413
k141_8089	-0.6191038933239235	-0.15290510764422008
k141_24102	1.519637841788466	-4.615779361094969
k141_4069	-6.885074096209294	4.6991997574035524
k141_8091	-9.959188008013536	8.315468923198598
k141_20105	-16.240270548669027	9.434670051244737
k141_28132	13.794128217350325	-0.08233068054082268
k141_12078	-18.186648732074406	9.029500396489484
k141_4070	3.5612912671393175	0.2013567784450878
k141_28133	10.229271905489894	1.0927675938970984
k141_78	12.124464288076929	-1.1088606335790097
k141_8093	-12.080773882029874	11.242717454834805
k141_79	13.401892852873427	-1.3854761192523037
k141_20106	-0.24517907661381486	-2.6408339464789723
k141_4074	-0.17637392604227659	1.5111197761653228
k141_12084	2.3456990893697625	-2.5562530091811584
k141_20108	12.13443424079119	6.693320403365384
k141_81	-10.368895266678106	1.778725842708569
k141_24103	-10.332171909485881	-5.222570612242517
k141_8095	22.261294507430534	5.287472995937745
k141_28135	-16.880810081860187	10.793149507810437
k141_20109	15.897446387877025	5.11318525061575
k141_8096	10.281017006251119	-0.6319066049108427
k141_28136	-3.4226424678877203	-1.239776533946986
k141_24110	1.769834637056232	-1.4302573830346499
k141_28138	-1.5326107127777389	-2.7369370039234844
k141_20113	-5.715988472547323	-4.108060145137651
k141_8101	-5.427338200107413	2.084647925442719
k141_4075	7.620309912200626	-0.4912718807860169
k141_28139	-7.541073592643547	2.8750584348466797
k141_24113	-2.6520156552892544	1.6619682889321015
k141_20115	1.6457895145558115	0.4260103149636118
k141_28141	14.271726045118445	6.040880979268065
k141_4077	-6.599617299888312	-3.7694467797431748
k141_24114	14.870775715612439	5.554896700060434
k141_8104	-19.816245613071363	-1.1776443145460225
k141_28144	1.4889395324352823	-1.3330283679689479
k141_4080	1.4204651640956012	-2.5886429856479665
k141_91	-24.81394022550024	11.160241558269036
k141_4081	-4.236789113153153	5.673009701205234
k141_28146	8.98821920738079	-0.20333748408355368
k141_20119	-4.959358676320779	-4.835201375460673
k141_8109	6.764393365430336	8.38671151204948
k141_93	14.12259492815366	5.202009686864751
k141_4082	2.9952294140224165	-1.9966917985645833
k141_4085	-3.9664417196443162	0.0023027465855163243
k141_12092	-7.793098294548809	-7.36610500964149
k141_24116	-17.698577412600656	12.733671253829753
k141_24117	-4.311165820090382	0.8446464645130907
k141_20127	-17.043837114313632	10.189145182409728
k141_12093	-5.805818174795296	6.883715328759024
k141_8111	-11.00413526687212	-6.943234699925051
k141_4086	-3.8937712719604454	-3.5247452340141727
k141_8112	-3.3087078024807273	-5.965649249632357
k141_16028	25.705679200678944	-2.9983504354679997
k141_8113	-11.134933842443997	-1.6045344479507413
k141_28154	2.5256000981908175	-1.145992392504662
k141_24119	-15.55911349568184	-3.1660441748937336
k141_20130	6.102161789729966	-5.518222619302347
k141_4091	-2.995408047195236	0.9762304066795351
k141_24121	7.021080027874335	0.6142881294900381
k141_95	33.21979037119911	2.4873647473531255
k141_24122	-8.4809579505774	-0.6649596528925947
k141_12101	-11.250005425784448	0.8815476804402509
k141_20132	1.800133949070205	2.057993652500516
k141_98	4.6752171744941	-5.153843840832838
k141_28158	-17.740695526534388	10.9530187894735
k141_16029	24.559113383949878	1.077002581149042
k141_4096	-6.604320799972752	1.1981579949245607
k141_16030	7.539180204920321	-0.7975789707616917
k141_28160	-2.4328782397707136	-2.636029569618229
k141_12104	-1.111772336324186	-4.5201222857855585
k141_102	-9.289027240642667	3.8104460281081916
k141_16031	-1.8244238203600842	-6.087896410075488
k141_20136	-16.96943303073144	11.134575179372545
k141_104	4.893721549245985	1.9012958237980315
k141_28164	3.667835441161203	1.851882321599729
k141_12105	-6.746462571972884	-5.087151358912964
k141_20138	1.5815333984214528	-5.520329143537479
k141_28165	-16.0092712488049	-4.030469802848025
k141_12107	-14.469211455570317	1.2590108479503392
k141_20139	-8.155374665762393	1.85523443574619
k141_8116	-14.786640989528976	-7.991980616630346
k141_12108	4.505442111907315	-3.909070555848896
k141_4097	5.17018376014313	-3.883919899472171
k141_110	5.963137468154768	-1.2516882748567526
k141_28171	11.484388339218333	-1.3974265166644262
k141_16042	-3.7301538656655815	-4.217327291256719
k141_28172	8.817858513546494	-1.4038286140575627
k141_12110	14.11311188032647	7.1594461963040015
k141_112	-6.109343271562926	1.6798116992035905
k141_16043	-9.153610154028506	-2.9503058513015343
k141_20140	-4.832554031066582	-4.542842494645736
k141_8125	-9.83273745890867	2.483420408644059
k141_113	-2.2790078065364683	3.809107134836541
k141_4099	-14.249058098074517	-3.2591654415448064
k141_20143	23.225420951403063	3.1354230295324483
k141_12113	5.796393759788518	-5.53901979412592
k141_28176	26.56553041257718	6.87751863477984
k141_20145	-2.412208646012582	-0.25004874874954774
k141_12114	-15.176584127634626	11.772612914674278
k141_16045	0.802251662419706	-3.231484314098862
k141_24129	31.035431604891883	1.8261970122877929
k141_8127	19.618951380564273	6.314320917054949
k141_16047	-5.501361346230581	4.493149838323554
k141_20146	-12.618450835933794	11.725982846773727
k141_120	-9.995794769557584	3.2224841048883492
k141_28179	1.8523034621416434	-1.9124846916342317
k141_12116	-3.179170694724002	4.852578320034157
k141_24131	15.6112632424617	4.899128141548235
k141_4110	-4.290137021042032	-0.2272732623110032
k141_8129	18.946173340530983	6.1751827348838155
k141_16048	23.707424843009093	5.00209329438393
k141_28181	-3.468236230834553	-0.45326458207149767
k141_12117	-13.63713462801004	-1.1162512525269812
k141_20147	-7.155409163379357	-5.1200639459269945
k141_16050	14.79490494034689	1.1618533215612916
k141_8134	-4.6868565180666915	-0.5476387725002592
k141_16051	-3.569992699336019	1.0993208458011612
k141_24133	-12.062571581673888	-5.591887497009523
k141_12120	8.796161662390197	-0.42219467218321827
k141_4112	20.675226483619927	7.112855757837809
k141_20151	4.55663863368794	0.5440067832588368
k141_28187	-5.67008699792879	1.8775693909324958
k141_16052	-8.47177987246736	-0.48081853759611143
k141_124	0.5913095314680937	1.4500897119644796
k141_24134	-5.243254472496927	-0.5857814682553463
k141_4114	11.351872956610501	1.1293457763322343
k141_125	-2.705824666150027	-2.878377540825921
k141_24135	14.85202926128665	5.467216845323216
k141_8136	-5.686099475873771	-4.663168662867921
k141_28189	-4.965944152828907	-2.486790286038377
k141_28190	-10.343397108314129	-1.3390845848271975
k141_8137	-13.707961980484495	-1.2826155172480178
k141_24137	-1.978500899967878	6.162030886670424
k141_4116	-9.613193966338667	-3.195665912013162
k141_20156	18.863813106454245	7.065848005942096
k141_28192	6.396678944098376	-4.727194715490678
k141_126	8.09435708940157	-0.9631235579461609
k141_12123	-4.922417040009162	-6.596671199413811
k141_20159	-3.054671675196271	3.07197360174215
k141_8141	5.819307846581288	-4.922740323076119
k141_12125	-6.707608610956348	-2.1643895958972985
k141_24140	-10.552703755547501	-3.8387250794329675
k141_20160	-0.4226034644922238	-2.781762248379464
k141_127	-0.459614966380308	-2.5157058604979543
k141_16053	11.22703463349552	-2.7328430104130335
k141_28199	12.310756316854057	7.886510356140429
k141_8146	4.436890854258883	0.42133974677331226
k141_28202	-2.4888858341685722	-2.163102783257269
k141_16057	5.910300146616595	-3.9779394383678475
k141_128	10.325666509000568	1.1792574075964692
k141_8149	-12.456948511502823	2.4362735499821597
k141_28203	20.127989201473127	2.447672152402326
k141_16058	-6.122743395701757	2.224649043918464
k141_131	5.483696113803866	-1.8381637622237759
k141_4119	-19.022065518934383	11.934628244000503
k141_24145	-20.686711540338823	11.650527007680592
k141_16060	-3.3774757046975377	9.057673839265298
k141_8153	-12.213822146992776	-0.10472113003292649
k141_12126	-14.762505439684407	12.330612238201724
k141_4121	1.1146748432530789	3.636951129959203
k141_24146	2.7994392761536018	-4.13494390442401
k141_4122	1.546721476411534	-3.410169870785307
k141_16062	8.76236852017875	-3.501299557196603
k141_28206	15.920917718162789	5.393832969190102
k141_20165	-6.86284857405257	-4.718578269172734
k141_140	12.828410909102232	0.2550454629836012
k141_12129	3.7154584120548084	-2.1065245224504237
k141_28207	1.965630499886536	5.42316346821591
k141_141	7.036807331175055	-1.3191494632298413
k141_20166	-0.2342796757490692	6.311137335919301
k141_142	-1.9115188156375948	-5.459711371683534
k141_20168	24.700434407112734	1.6568778565413944
k141_12132	17.577323394581004	1.159961025820576
k141_28211	-14.93484276321557	7.461303129238605
k141_16066	-9.202254394196586	-5.7522686154782425
k141_144	1.2396415933636953	-0.6030423571030863
k141_12133	21.62113178613216	7.966120167923372
k141_8162	4.895934045984731	-6.420720011319828
k141_24155	-11.833309055647748	1.0133971190670963
k141_16069	-1.2049386703066598	-2.790110400525326
k141_28215	1.5901786364282353	-2.552186720010079
k141_24156	-0.16541937811855953	-2.3864302868522804
k141_146	1.3978891307428092	-4.503631728261028
k141_8164	6.769349332138457	-1.4436319128538968
k141_16071	9.228990954084695	-2.7866433542754416
k141_28218	-5.422427256409106	-2.014303303273288
k141_16072	-8.41488220932392	4.471031226251316
k141_20169	-25.948463061322393	11.8998358654118
k141_12139	7.20626952715182	0.6450445857135902
k141_20170	4.613748707949545	-0.029943066514498212
k141_24163	17.813379673938574	4.334763299125539
k141_16073	-13.292265705005047	12.536617883958636
k141_24165	17.16347309601897	3.50451726296708
k141_12141	-1.643494460341722	-3.3542083908533775
k141_8165	-6.7498502830693745	-0.24592869338905998
k141_28219	4.113217905815544	0.814180235627225
k141_12143	-19.252384564424545	8.869298487722284
k141_20171	-5.050993337785148	-6.003419164344601
k141_4123	-8.55860417503147	-7.2599014826755095
k141_28220	0.03133005644536491	-2.76936073087339
k141_12144	6.733516193093923	1.008209317652014
k141_24166	-10.878186571894211	1.4781754927118627
k141_28222	-14.863574085016285	7.918753352573184
k141_24167	15.136453649604098	-0.647094794021571
k141_20175	13.77607086727729	-0.44099831784823856
k141_8171	10.541213719860382	-4.741662479826047
k141_20176	4.601410186029465	3.486867318202586
k141_8172	13.129042275713735	8.311471506565722
k141_12148	-6.960556384925287	3.6480534928679518
k141_4131	6.732221888737335	1.1710708556608354
k141_20177	23.181256582903636	4.334961567809257
k141_4132	6.512123631669869	1.4723561429843146
k141_28223	2.3745939870243964	-2.2018347641149516
k141_20180	-0.236623086905855	-4.338721294095555
k141_4133	11.174737572562858	0.7650206677322351
k141_8173	-2.4148784925364875	1.1992680037754637
k141_20182	3.4430661690462854	8.542758759311894
k141_28225	0.873194453188271	-5.376508992670412
k141_4136	-0.675988300674926	-4.772184137734746
k141_12154	-5.153179037410502	1.1218284486250234
k141_24169	-7.394616703724253	-5.283230794597431
k141_12157	-2.898739326187458	-4.327509730535088
k141_4140	0.7595965625762249	-7.011322452173243
k141_20183	-3.1401853933875206	-3.7296183400190595
k141_12160	6.781113330238023	-0.3363980138826787
k141_28226	-27.651526877616988	13.20185721018397
k141_12161	-0.45749487346275103	-3.049735378693294
k141_4145	0.6691433339739339	-2.812227378573064
k141_24173	-12.214261685350342	8.683644892055618
k141_12162	7.522739683790856	-1.0712884298734895
k141_4147	3.9486616116975792	-8.632428582010006
k141_24177	-0.40389862464311743	2.848088674563082
k141_12164	-3.144723349717826	-4.200705614042734
k141_24178	-9.391359622344943	-0.9425664480653084
k141_8176	-16.140109648532	-8.030653174558061
k141_20184	-28.450494744089102	14.512348876859953
k141_20185	10.53351385667015	0.9688174765200078
k141_4151	2.921073943204587	-4.731304026604057
k141_24182	20.767755890192852	7.134600823698857
k141_4153	-11.732306918650167	9.188492518101562
k141_24183	4.96106709880503	1.2395609583621832
k141_8181	-8.836854488850493	0.7664880713470643
k141_20187	-3.6058695561312013	-2.533481760202582
k141_12170	-21.143812434101662	-0.805341859800539
k141_20189	-13.413326773956502	1.1143534580777001
k141_24190	1.7934046804083192	-0.9927851224937734
k141_20191	1.7165468235917603	0.6957411005771055
k141_28229	20.65677735451757	8.907788828379973
k141_20192	-7.99003450587691	2.661194615798985
k141_4155	-5.161294536364428	1.4019473577521515
k141_12174	-14.896169007669773	8.925254276916307
k141_4156	-8.779604730581038	10.791969585671229
k141_8189	-4.961569523303095	-1.2451507702604665
k141_24193	4.199719677087862	-4.575936725926525
k141_4158	15.966524665631596	-1.3963523865946144
k141_12177	-0.4229166178192292	-0.8126139736024346
k141_24195	8.275189193240498	-2.642216580912331
k141_4159	3.723075985291799	-2.0448534537705823
k141_20194	-2.7173596499017902	-2.8663466736487404
k141_4161	1.7864283029596462	-2.870073351644132
k141_28232	19.244976725678626	7.96833467753411
k141_24196	-11.08833378854252	-2.834929072121265
k141_4162	-6.769247780350588	0.9771559278943389
k141_8196	-9.528758577851228	0.7034246569362059
k141_28233	-9.470406664735775	1.9103207660926866
k141_28234	-2.747771321990622	-4.192588651782844
k141_24197	-7.577500472475746	-3.1204582099640126
k141_28236	5.2800027062711905	-1.8704263742937057
k141_4166	15.871448091880072	5.940953034430363
k141_4168	-5.517056735813133	4.66258447319461
k141_8204	5.490614889059273	-4.466290508123829
k141_24198	-9.740835537282408	-0.7402644675632142
k141_4169	-5.942170561076504	-0.2189826116435536
k141_28238	-8.20140291156921	-4.793119532225447
k141_4170	24.52627404941014	2.3756806746530796
k141_24199	-7.162579293067951	0.8882589701522456
k141_8207	14.493404986614621	3.4866103856489636
k141_28241	13.167266309069745	0.31817912455345604
k141_8209	1.0457963039600242	-1.8123589949560222
k141_24203	1.6710620973757242	-2.4919139688178817
k141_4171	-21.011594656246213	12.16323638149603
k141_12179	-19.762744112780027	10.664895792982223
k141_4174	2.149927064180902	2.2292383457813325
k141_8211	-24.601974224855	9.42718351851675
k141_20195	-11.76116313855404	0.026499808337642705
k141_24207	-7.188268307387549	0.46585380129018417
k141_4176	2.1238477741876505	-4.783128958113904
k141_8215	-1.2950972350004828	-2.67820445196214
k141_28246	17.336016288756802	6.09461610580469
k141_8217	-4.5170310035763475	2.9798797392375302
k141_8218	-13.521205363507583	10.92973747678367
k141_12182	6.117063773773826	-3.170904973048471
k141_16075	29.69489776208459	-0.3185143082940076
k141_20197	-6.959302489407449	-5.135726289446647
k141_28252	9.863477075151566	1.859018126815818
k141_8219	15.387899715523481	-3.2546562371046956
k141_4181	-9.113977670252476	-5.377662784625342
k141_16078	-5.605302305421122	-1.254795785685685
k141_24222	4.188463855018394	-0.8303732944805919
k141_8221	-4.997583525132564	0.6564598684647753
k141_24223	0.3507990731892272	-1.2061680345682237
k141_4182	-11.303852380241931	2.8954702573454876
k141_20200	5.747483926528532	-0.005628754729128799
k141_28254	-2.4060352374910856	-6.830373123843243
k141_16084	-17.891015888563714	10.70068446521697
k141_24225	-14.170669951658983	9.225689111944241
k141_20203	-10.762516831496677	0.793769492265664
k141_8226	-18.129912874033145	10.392147591300125
k141_12192	-14.419673514392542	10.203772797242586
k141_12193	-4.368536140694866	0.2644266307339187
k141_20206	-17.49675845303162	-0.5570607997391883
k141_8229	12.468766672626717	-2.210767958931921
k141_24226	10.059940661591734	-2.179064887069741
k141_28255	8.144182705468982	-7.23500113484695
k141_12195	-3.0370787524959066	-4.435052574723347
k141_4184	-12.906739069418753	-4.746653471048235
k141_8230	1.8561161141529572	-5.771178128201143
k141_24228	-3.18293208238348	-0.8275710004066628
k141_28257	7.122059892387891	-1.8556361585803915
k141_12198	-5.874169197397634	0.002869725724316499
k141_8232	5.953993900868782	0.14847160697709277
k141_24230	16.664894872494344	6.305448800416952
k141_20207	-6.426836323301094	3.9218223451859
k141_28259	4.30168407132229	-0.29405189105151186
k141_8233	-6.323795016428198	-2.810245625294452
k141_28260	-2.649105775104006	-1.8332630947042405
k141_4190	4.371814657036657	-3.2355401828426986
k141_24233	3.634660960822333	-2.3562611201448607
k141_12203	-6.001687067945276	-1.4199089017540638
k141_16085	18.633933913857557	8.511129632134264
k141_28262	1.0683217783904486	0.24883596021402266
k141_24235	0.3302511264599976	-3.282282018877861
k141_16086	-7.317381531416695	-1.973822289028433
k141_12205	-0.5751088126257891	-3.108162639910592
k141_24236	4.232351249909261	0.6627232186877374
k141_8237	-13.873609348043285	9.353381085935734
k141_4194	14.682862951275059	8.37648719357516
k141_24237	4.774720248901423	-2.4499326006394866
k141_16088	6.9356477050812195	-1.4889862660533846
k141_16089	-10.6329940696236	5.559177743764751
k141_12210	7.69722737404704	-0.8419670897918589
k141_28268	-3.463779499517816	-3.420864153541108
k141_16091	3.7323737665307553	0.2697220613020633
k141_8239	1.5130493249978016	-1.4781683451037513
k141_12211	3.8065003685780097	5.611915667276199
k141_24242	-9.758432216721614	-4.0956856777218915
k141_16095	-10.903475186369052	0.7695145504454027
k141_12213	10.826446480394672	0.7007928606761055
k141_8244	2.605510018672246	0.7578193602708225
k141_24243	-10.739986789231287	1.0354254483935896
k141_4196	-9.29402209948416	4.761053253319513
k141_28269	-4.227221160791684	-6.095728998646391
k141_4197	2.2416170473417782	-1.0783625252899092
k141_8250	-4.147138559064425	-0.018588888599510606
k141_20211	-8.133224461283453	-8.14737245316509
k141_4198	2.510513192193656	-3.555731409674417
k141_28271	24.619718529043876	0.7297472273278065
k141_12220	-5.043717981265563	-1.862462654542872
k141_4199	3.895532775320461	1.732719759700165
k141_148	23.754304633884168	-2.564938792226868
k141_24244	-3.491204986623619	-4.764586953357178
k141_4200	-2.6685472782142643	-3.497642464957262
k141_28275	18.99484201640628	5.559166809158972
k141_8256	4.716480798783589	-5.667846380211228
k141_4202	-4.591320936814543	2.5193138275030287
k141_12224	-5.457337180892516	-5.03509358644364
k141_24246	8.101291242569047	-2.5902779451323785
k141_12225	-8.205121321655021	3.474802498383519
k141_16096	-13.04276076344053	-7.620200492137688
k141_24247	-7.265329956264456	2.2761032083968473
k141_8262	4.173107749291262	-4.328240242117211
k141_12226	1.1670117357072782	-0.25324894638758577
k141_4203	-10.866037254114037	1.87970741479599
k141_28280	-13.167615818412495	9.512664691018237
k141_8264	22.683189154376265	3.248954597831162
k141_12228	8.11197965455886	2.5970121686504357
k141_24250	2.164025164136304	-1.15066405519736
k141_8265	5.858171250610157	-1.6058276353029504
k141_16100	-0.11497086079421362	-1.3879010101718467
k141_12229	-4.74034591725213	-1.7377745901007684
k141_24252	5.086231384677721	-4.869917268932751
k141_16101	1.8443224585200282	-3.6824470358746035
k141_28284	14.41526517024101	6.29680792437238
k141_12231	17.364499051351615	0.6087588914643969
k141_8269	2.6258808885727856	-3.9263011155806917
k141_24253	-0.33536583085866034	3.758915252809594
k141_20212	-23.47921323191887	12.408571590981609
k141_16102	1.67450536984244	-3.0073568029697926
k141_28285	1.8929427819739049	-2.6199467569819372
k141_28286	-3.7356248028940335	0.8606541122949303
k141_8270	15.64693125385174	0.45396123203779615
k141_16104	-17.3050337525804	8.465310686769111
k141_151	-12.538427606796782	-7.611825483816908
k141_20213	19.094889389955366	2.189707392317423
k141_28288	20.626108457306444	5.723674155830196
k141_12235	-7.855825307034325	-3.5511906380738254
k141_152	6.143979379075005	-4.975938719690087
k141_16108	8.025934176607782	-1.1390194550229806
k141_12236	-15.555436787163956	10.707432739191049
k141_16109	-4.292842353848539	-1.725486797208758
k141_28294	23.288919545164568	2.1761137728392437
k141_24255	6.612661243903521	1.5777731249307005
k141_20214	1.615927427852319	1.7170420619698739
k141_28295	24.151720784734543	2.0123142505610967
k141_8272	-10.862636072129824	-5.237455141021224
k141_12239	-12.523079040015983	1.3692445108526914
k141_24257	2.5805695788582677	-4.027125022480021
k141_16111	-18.501865101969692	12.228278951607333
k141_20217	16.07175509994981	5.994021248458305
